description,isic_code,isic_label,isic_description
GUTANGA UBUREZI BW'IBANZE,8510,Primary education,Pre-primary and primary education
Gucuruza inzoga zipfundikiye n'urwagwa,5630,Bars & beverage serving,Beverage serving activities
Ubucuruzi bwimpeta nama chenette,4773,Other specialised shop,Other retail sale of new goods in specialized stores
ubucuruzi budandaza inzoga rwzbitoki,5630,Bars & beverage serving,Beverage serving activities
Ubucuruzi bwibinyobwa bisembuye,5630,Bars & beverage serving,Beverage serving activities
UBUHINZI BWO GUTANGA URUGO,9810,Household own-use production,Undifferentiated goods-producing activities of private households for own use
UMUHINZI WIMBOGA,0113,Growing vegetables & tubers,"Growing of vegetables and melons, roots and tubers"
"ubucuruzi budandaza:akawunga,umuceri,isukari,ubuto,amavuta yisigwa etc",4719,"General shop, other goods",Other retail sale in non-specialized stores
gutanga ibiryo nibyo kunywa,5610,Restaurants & food service,Restaurants and mobile food service activities
gutya amasaka,5630,Bars & beverage serving,Beverage serving activities
ubucururi budandaza ibiribwa,4721,Specialised food shop,Retail sale of food in specialized stores
UBWOROZI BWO KUBATUNGA,9810,Household own-use production,Undifferentiated goods-producing activities of private households for own use
Gucuruza ibiribwabyiganje muri boutique,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Ubucuruzi budandaza ibyo kunywa bisembuye,5630,Bars & beverage serving,Beverage serving activities
Ubucuruzi budandaza ibintu bitandukanye higanjemo amasabune,4772,Pharmacy & cosmetics shop,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
bacyuruza ibyokurya badandaza,5630,Bars & beverage serving,Beverage serving activities
kotsa inyama zihene,5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi bwikoresho byu bwubatsi,4752,Hardware & paint shop,"Retail sale of hardware, paints and glass in specialized stores"
UBUCURUZI BUDANDAZA BWIGANJEMO IBIRIBWA N'AMASABUNE,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubudandazi bwubuconco bwiganjemo amasabune,4719,"General shop, other goods",Other retail sale in non-specialized stores
imashini isya ibinyampeke ni myumbati,1061,Grain milling,Manufacture of grain mill products
kudandaza phone na accessoir,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Ubucuruzi budandaza ibintu bitandukanye higanjemo ama vuta yo kwisiga,4772,Pharmacy & cosmetics shop,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
KUGABURIRA IBYO KURYA MURI RESTAURANT,5610,Restaurants & food service,Restaurants and mobile food service activities
Gutanga ibinyobwa bidasembuye,5630,Bars & beverage serving,Beverage serving activities
ubucuruzi buranguza inkweto z'ibitsina byombi,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
kurangura no kugurisha ikigage,5630,Bars & beverage serving,Beverage serving activities
UBUHINZI BW'IBIHYIMBO,0111,Growing cereals & legumes,"Growing of cereals (except rice), leguminous crops and oil seeds"
ubucuruzi bwa mandazi buranguza budanza,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"ubudandazi bwiganjemo ibiribwa,ibirayi,ibitoki,isukari,ubugari",4721,Specialised food shop,Retail sale of food in specialized stores
ubudandaji bwiganjemo ibyo kurya,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
boutique idandaza ibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"gusya ibigori,amasaka bigahindukamo ifu",1061,Grain milling,Manufacture of grain mill products
"Ubudandazi bwiganjemo ibirirwa , kahunga , ubunyobwa , amavuta yo kurya",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUDANDAZI BWIMBUTO MUMUHANDA,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
ubucuruzi bwimyenda na butique bivanze,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
"ubucuruzi bw,imyaka",4721,Specialised food shop,Retail sale of food in specialized stores
ubucuruzi budandaza butandukanye,4719,"General shop, other goods",Other retail sale in non-specialized stores
UBUHINZI BW'BIHINGWA BITANDUKANYE,0111,Growing cereals & legumes,"Growing of cereals (except rice), leguminous crops and oil seeds"
"KUDANDAZA INKWETO ZA BODABODA,KAWUNGA,IBIRUNGO ,BYOMUBIRYO NKA ASSANTE",4719,"General shop, other goods",Other retail sale in non-specialized stores
Ubucuruzi bw ibiribwa byiganjemo ibirayi umuceri akawunga n ibinyobwa bisembuye n ibidasembuye,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"guha abantu ibiribwa: imineke , avoka",4721,Specialised food shop,Retail sale of food in specialized stores
Kudandaza Ibiribwa(AMANDAZI),4721,Specialised food shop,Retail sale of food in specialized stores
Kutunganya iminsatsi y'abadamu,9602,Hairdressing & beauty,Hairdressing and other beauty treatment
"ubucuruzi bw,ibikomoka kuri petroli",4719,"General shop, other goods",Other retail sale in non-specialized stores
Gucuruza Imboga n'imbuto mu gasoko Inyanya n'imineke nibyo byiganjemo,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
UBUDOZI BW'IMYENDA YO KWAMBARA,1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
"UBUCURUZI BUDANDAZA  INZOGA ZIPFUNDIKIYE, PRIMUS, MITZING, FANTA",5630,Bars & beverage serving,Beverage serving activities
UBUDANDAZI BW'IBIRIRWA MURI CANTINE,4721,Specialised food shop,Retail sale of food in specialized stores
ubucuruzi budandaza higanjemo ibitari ibiribwa,4719,"General shop, other goods",Other retail sale in non-specialized stores
UBUDANDAZI BW'IKORESHO ELECTRONIQUE MU MUHANDA,4799,Street & mobile vending,"Other retail sale not in stores, stalls or markets"
Kudandaza ibiribwa n'ibinyobwa(cantine),5610,Restaurants & food service,Restaurants and mobile food service activities
Ubucuruzi bwogupima Inzoga zibitoki,5630,Bars & beverage serving,Beverage serving activities
UBUHINZI BWIHINGWA BIVANGAVANZE,0111,Growing cereals & legumes,"Growing of cereals (except rice), leguminous crops and oil seeds"
Ubucuruzi  budanzaza muri boutique higanjemo imboga n'ibijumba,4721,Specialised food shop,Retail sale of food in specialized stores
bakora ubucuruzi budandaza b'wi nyanya ni ntoryi,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
BOUTIQUE YIGANJEMO IBUO KURYA,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"GUTUNGANYA IMISATSI Y,ABADAMU",9602,Hairdressing & beauty,Hairdressing and other beauty treatment
Kutanga ibyokurya nibyo kunywa,5630,Bars & beverage serving,Beverage serving activities
Services z'ibiribwa nibinyobwa,5610,Restaurants & food service,Restaurants and mobile food service activities
ubudandazi bw'ibiribwa(kawunga +ubugali bw'imyumbati),4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"ubucuruzi bwibiribwa bwiganjemo,ibirayi,umuceri",4721,Specialised food shop,Retail sale of food in specialized stores
ubucuruza bundandaza higanjemo umunyu nifu ni isabune,4721,Specialised food shop,Retail sale of food in specialized stores
ubudandazi bwibiribwa higanjemo umuceri umunyu ubunyobwa isukari nibindi,4721,Specialised food shop,Retail sale of food in specialized stores
gucuruza inzoga z'ibitoki,5630,Bars & beverage serving,Beverage serving activities
GUTANGA IBINYOBWA(AKABARI),5630,Bars & beverage serving,Beverage serving activities
gutsya amasaka nibindi binyampeke,1061,Grain milling,Manufacture of grain mill products
Ubucuruzi bwimboga higanjemo inyanya,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
ubucuruzi  budandaza bw'ibintu bitandukanye higanjemo amandazi,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
ubucuruzi bya boutique higanjemo ibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
kudandaza inkweto zabagabo sitandukanye,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
UBUDANDAZI BW' UBUGARI,4721,Specialised food shop,Retail sale of food in specialized stores
"ubucuruzi budandaza bw'ibiribwa umuceri,kawunga,amavuta",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UMUCURUZI BUDANDAZA HIGANJEMO IBINYOBWA ALIMENTATION,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"Ubucuruzi,budandaza ibintu byiganjemo ibiribwa",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUDANDAZI BW'IGANJEMO IBINYOBWA MURI CANTINE,5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi butandukanye,4719,"General shop, other goods",Other retail sale in non-specialized stores
"Ubudandazi bwiganjemo ibiribwa( akawunga umuceri,...)",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Gupima urwagwa( kudandaza),5630,Bars & beverage serving,Beverage serving activities
GUSYA IBIKOMOKA K'UBUHINZI BAKORESHEJE IMACHINE iSYA,1061,Grain milling,Manufacture of grain mill products
Salon de coiffure( umurimo wo kogosha),9602,Hairdressing & beauty,Hairdressing and other beauty treatment
ubucuruzi bw'ibikoresho by'isuku ndetse n'ibindi bikoresho bya takataka muri boutique,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"ubucuruzi buto budandaza bwiganjemo amavuta yo kwisiga,amasabune,ingufuri,jus",4772,Pharmacy & cosmetics shop,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
Kudandagaza higanjemo inyanya n'umuceli,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubudandazi bw'isombe hanze y'isoko,4721,Specialised food shop,Retail sale of food in specialized stores
BOUTIQUE IDANDAZA IRANGUZA IBIRIBWA,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"ubucuruzi budandaza ibinyamafufu,ibinyampeke",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"ubucuruzi budandaza ibiribwa ahantu habugenewe higanjemo ibiribwa kawunga ,ibishyimbo",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
badandaza umuceri ibishyimbo,4721,Specialised food shop,Retail sale of food in specialized stores
UBUDANDAZI BYIBYO KURYA NO KUNYWA (RESTAURANT),5610,Restaurants & food service,Restaurants and mobile food service activities
gukora amafu,1061,Grain milling,Manufacture of grain mill products
ubudandazi bwiganjemo ubucuruzi bwurwangwa,5630,Bars & beverage serving,Beverage serving activities
ubucuruzi bw'ibiribwa bw'ibirayi n'umunyu,4719,"General shop, other goods",Other retail sale in non-specialized stores
Saloon y'abagore( gutunganya imisatsi y'abadamu),9602,Hairdressing & beauty,Hairdressing and other beauty treatment
kudanda ibitoki,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
"Boutique Idandaza higanjemo:ibiribwa,imbuto,ifu yubugali,igikoma",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
IMBOGA NIZO BACURUZA,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
Gutanga ibiryo muti restaurent,5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi bijyanye nibiribwa,4721,Specialised food shop,Retail sale of food in specialized stores
Nugusya ibigori nokorora ingurube,1061,Grain milling,Manufacture of grain mill products
kudandaza inzoga zurwarwa,5630,Bars & beverage serving,Beverage serving activities
UBUCURUZI BUDANDAZA HIGANJEMO IBINYOBWA (UBWANGWA),5630,Bars & beverage serving,Beverage serving activities
"Ubucuruzi bwiganjemo ibiribwa bitandukanye birimo Amandazi,Keke,imigati,icyayi,amata nibindi",5610,Restaurants & food service,Restaurants and mobile food service activities
Acuruza icyo kunywa mukabari,5630,Bars & beverage serving,Beverage serving activities
"ubucuruzi bwimyenda,inkweto na masakoshi",4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
GUTUNGANYA  IMISATSI Y'ABAGORE NO GUSIGA INZARA (salon),9602,Hairdressing & beauty,Hairdressing and other beauty treatment
ubucuruzi bwiduka bwiganjemo ibyo kurya,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"Gucuruza inzoga,ibiryo,na brochettes",5630,Bars & beverage serving,Beverage serving activities
kudadaza ibiryamirwa,4721,Specialised food shop,Retail sale of food in specialized stores
kudandaza imyenda t-shirts,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
ubucuruzi buranguza bwinzoga zipfundikiye (liquor and wine),4630,Wholesale of food & drinks,"Wholesale of food, beverages and tobacco"
Ni salon yogosha abagabo,9602,Hairdressing & beauty,Hairdressing and other beauty treatment
"gucuruza Akabari , ibinyobwa higanjemo ibisembuye.",5630,Bars & beverage serving,Beverage serving activities
UBUCURUZI BUDANDAZA IKIGAGE MU KABARI,4721,Specialised food shop,Retail sale of food in specialized stores
ubucurunzi bundandaza ibinyobwa bitandukanye higajemo ikigange,5630,Bars & beverage serving,Beverage serving activities
